lead_id,created_at,brand,utm_source,utm_medium,utm_campaign,lead_status,deal_amount_usd
L-70582,2026-07-01 09:24:00,AUR,,,,Lead,
L-73641,2026-07-11 22:04:00,PKF,,,,Lead,
L-70549,2026-06-27 14:45:00,AUR,,,,SQL,
L-77644,2026-05-17 19:52:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,1900
L-74095,2026-06-03 08:10:00,PKF,,,,Lead,
L-79269,2026-06-10 21:54:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-71853,2026-07-11 08:57:00,AUR,,,,Lead,
L-70445,2026-06-15 12:07:00,AUR,,,,MQL,
L-80615,2026-06-17 22:23:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-82124,2026-07-19 11:07:00,NMB,google,paid_social,(not set),Lead,
L-80307,2026-07-26 18:04:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-70247,2026-05-26 12:21:00,AUR,,,,Lead,
L-76049,2026-07-06 15:00:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-80870,2026-07-21 21:10:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-80422,2026-05-15 09:20:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-73755,2026-07-20 12:04:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-71175,2026-05-18 13:41:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-76611,2026-06-15 13:18:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-75630,2026-05-20 11:00:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-80880,2026-07-23 21:00:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-81752,2026-06-18 09:06:00,PKF,google,paid_social,(not set),MQL,
L-72017,2026-07-22 21:11:00,AUR,,,,Lead,
L-82225,2026-07-28 09:11:00,PKF,google,paid_social,(not set),Lead,
L-77165,2026-06-03 19:18:00,AUR,,,,Lead,
L-76771,2026-07-08 16:41:00,AUR,,,,MQL,
L-80756,2026-07-05 18:41:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-75248,2026-07-16 19:03:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-79061,2026-05-16 13:55:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-77387,2026-07-19 13:17:00,AUR,,,,Lead,
L-76682,2026-06-25 20:39:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Closed Won,5200
L-75760,2026-06-04 17:09:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-70837,2026-07-21 21:06:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-74464,2026-05-03 12:36:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76354,2026-05-13 16:32:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-73672,2026-07-14 14:55:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-78662,2026-05-15 22:27:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-81433,2026-05-22 07:04:00,AUR,google,paid_social,(not set),Lead,
L-76588,2026-06-13 21:07:00,AUR,,,,SQL,
L-73447,2026-06-28 19:20:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-79186,2026-05-29 16:17:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-73935,2026-05-08 10:26:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-71781,2026-07-05 15:40:00,AUR,,,,MQL,
L-79350,2026-06-22 16:54:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-73576,2026-07-07 09:49:00,PKF,,,,MQL,
L-73860,2026-07-30 14:43:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-75343,2026-07-23 18:15:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-78609,2026-07-31 16:27:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71849,2026-07-10 13:56:00,AUR,,,,Lead,
L-80443,2026-05-20 15:50:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-74057,2026-05-28 15:18:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-70706,2026-07-11 12:36:00,AUR,,,,Lead,
L-75101,2026-07-02 08:58:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77878,2026-06-05 19:27:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-73959,2026-05-11 19:42:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-74076,2026-05-28 10:45:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-80099,2026-06-10 17:36:00,AUR,,,,Lead,
L-72557,2026-07-27 19:22:00,AUR,fb,paid_social,aurelia|prospecting|meta|may26,MQL,
L-80863,2026-07-19 11:07:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-73073,2026-06-03 18:47:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-76533,2026-06-02 17:37:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-74384,2026-07-17 22:50:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-79819,2026-07-18 11:23:00,NMB,google,cpc,NMB_US_PMax_2026Q2,SQL,
L-82188,2026-07-24 20:48:00,NMB,google,paid_social,(not set),Lead,
L-82230,2026-07-28 23:33:00,NMB,google,paid_social,(not set),Closed Won,8800
L-74549,2026-05-10 10:41:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77411,2026-07-24 15:19:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-72003,2026-07-21 19:05:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-80954,2026-07-30 19:55:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-78821,2026-07-03 16:37:00,PKF,google,cpc,pkf|nonbrand|search|may26,Closed Won,2400
L-77391,2026-07-21 14:23:00,AUR,,,,MQL,
L-80840,2026-07-16 14:41:00,PKF,,,,Lead,
L-70943,2026-07-29 20:01:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-80137,2026-06-16 14:26:00,AUR,,,,SQL,
L-71038,2026-05-06 11:12:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-81538,2026-06-01 23:17:00,AUR,google,paid_social,(not set),Lead,
L-80667,2026-06-23 15:58:00,PKF,,,,MQL,
L-74782,2026-06-03 19:43:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71436,2026-06-10 20:12:00,AUR,,,,Lead,
L-75876,2026-06-18 19:27:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-78770,2026-06-14 08:24:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-80544,2026-06-02 12:33:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-76562,2026-06-08 09:35:00,AUR,,,,MQL,
L-71546,2026-06-18 08:44:00,AUR,,,,Lead,
L-70838,2026-07-22 10:51:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-80654,2026-06-22 10:49:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,SQL,
L-78077,2026-06-21 15:33:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-73934,2026-05-09 14:28:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-72220,2026-05-20 09:35:00,AUR,Facebook,paid_social,aurelia|prospecting|meta|may26,MQL,
L-81212,2026-05-02 15:10:00,NMB,google,paid_social,(not set),Lead,
L-73722,2026-07-18 14:09:00,PKF,,,,Lead,
L-78548,2026-07-26 16:53:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80019,2026-05-22 20:04:00,AUR,,,,MQL,
L-80279,2026-07-20 12:01:00,AUR,,,,MQL,
L-73150,2026-06-07 20:23:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-82074,2026-07-15 23:55:00,AUR,google,paid_social,(not set),Lead,
L-72061,2026-07-26 19:19:00,AUR,,,,Lead,
L-76544,2026-06-06 10:16:00,AUR,,,,MQL,
L-81706,2026-06-14 20:54:00,PKF,google,paid_social,(not set),Lead,
L-70560,2026-06-28 20:34:00,AUR,,,,Lead,
L-72678,2026-05-09 11:08:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-71769,2026-07-03 20:44:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-78539,2026-07-25 14:52:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81155,2026-07-17 18:58:00,NMB,TikTok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-75048,2026-06-27 19:57:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77774,2026-05-27 15:29:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-77089,2026-05-19 18:17:00,AUR,Google Ads,cpc,AUR_EU_Search_NonBrand_2026Q2,SQL,
L-70391,2026-06-10 14:44:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-81775,2026-06-20 10:08:00,PKF,google,paid_social,(not set),Lead,
L-73367,2026-06-20 09:45:00,PKF,,,,Lead,
L-77736,2026-05-22 15:32:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-79234,2026-06-04 21:50:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-72998,2026-05-28 21:30:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-73894,2026-05-03 08:24:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-70474,2026-06-19 11:21:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-77700,2026-05-22 09:47:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-75843,2026-06-14 16:15:00,NMB,,,,Lead,
L-80780,2026-07-09 18:56:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,SQL,
L-77863,2026-06-02 21:38:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-77762,2026-05-27 20:50:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-81796,2026-06-22 18:47:00,PKF,google,paid_social,(not set),SQL,
L-81100,2026-06-25 17:41:00,NMB,TikTok,paid_social,NMB_TikTok_Prospecting_2026Q2,Closed Won,5200
L-75861,2026-06-16 08:13:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-74714,2026-05-28 12:29:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-78403,2026-07-14 08:37:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-75962,2026-06-27 19:18:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Closed Won,2400
L-76915,2026-07-23 08:39:00,AUR,,,,MQL,
L-72142,2026-07-30 22:39:00,AUR,,,,MQL,
L-78201,2026-07-01 17:46:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-74657,2026-05-22 14:45:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-80072,2026-06-04 19:12:00,AUR,,,,Lead,
L-79873,2026-07-29 18:45:00,NMB,adwords,cpc,NMB_US_Video_Test_A,MQL,
L-70374,2026-06-10 12:53:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-73916,2026-05-05 19:45:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-72499,2026-07-16 10:20:00,AUR,,,,Lead,
L-72795,2026-05-16 10:23:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-72750,2026-05-13 22:42:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-74762,2026-06-02 12:30:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-78358,2026-07-11 19:18:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-74533,2026-05-07 18:38:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73536,2026-07-05 08:24:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-73904,2026-05-05 18:14:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-81901,2026-07-01 16:30:00,AUR,google,paid_social,(not set),Lead,
L-72706,2026-05-08 13:13:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-77711,2026-05-22 08:43:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70633,2026-07-05 14:56:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Closed Won,5200
L-73076,2026-06-03 21:15:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-70341,2026-06-05 09:49:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-71185,2026-05-19 19:38:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-72980,2026-05-28 19:26:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-73956,2026-05-11 14:54:00,PKF,,,,Lead,
L-79621,2026-07-24 12:53:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-71591,2026-06-20 08:33:00,AUR,,,,MQL,
L-76439,2026-05-22 21:41:00,AUR,,,,MQL,
L-73668,2026-07-14 09:33:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-75070,2026-06-29 16:51:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-72718,2026-05-09 11:32:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-72976,2026-05-27 17:58:00,PKF,,,,Lead,
L-70507,2026-06-22 08:37:00,AUR,,,,SQL,
L-72946,2026-05-26 22:35:00,PKF,,,,MQL,
L-73485,2026-06-29 08:56:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-75891,2026-06-19 17:21:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-79273,2026-06-10 13:16:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-70440,2026-06-17 15:16:00,AUR,,,,Lead,
L-74562,2026-05-11 11:00:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-77143,2026-05-30 20:59:00,AUR,,,,Lead,
L-80861,2026-07-19 20:38:00,PKF,,,,Lead,
L-78610,2026-07-31 18:45:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-77032,2026-05-09 18:53:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-73807,2026-07-25 14:10:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-79137,2026-05-25 21:45:00,NMB,,,,Lead,
L-71208,2026-05-23 22:24:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-78892,2026-07-24 15:35:00,PKF,google,cpc,pkf|nonbrand|search|may26,SQL,
L-72314,2026-06-10 14:42:00,AUR,fb,paid_social,aurelia|prospecting|meta|may26,Lead,
L-74932,2026-06-18 11:20:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76851,2026-07-16 20:12:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-81664,2026-06-11 18:01:00,AUR,,,,Lead,
L-76794,2026-07-10 13:56:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-78742,2026-06-05 18:31:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,Closed Won,5200
L-77076,2026-05-16 21:55:00,AUR,,,,Lead,
L-76331,2026-05-09 21:25:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-73515,2026-07-04 17:59:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-71328,2026-06-01 12:58:00,AUR,,,,Lead,
L-71226,2026-05-22 18:58:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-73843,2026-07-28 15:55:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-75309,2026-07-22 10:02:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76491,2026-05-31 11:13:00,AUR,,,,Lead,
L-76158,2026-07-17 12:48:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-79411,2026-06-29 18:20:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-80624,2026-06-16 10:58:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-80965,2026-07-31 22:40:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-70762,2026-07-15 12:13:00,AUR,,,,Lead,
L-76272,2026-07-30 22:19:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,SQL,
L-81078,2026-06-19 18:54:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,SQL,
L-78090,2026-06-23 16:53:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-79843,2026-07-29 11:11:00,NMB,,,,MQL,
L-74475,2026-05-02 20:01:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-78340,2026-07-09 08:05:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78904,2026-07-28 08:50:00,PKF,google,cpc,pkf|nonbrand|search|may26,SQL,
L-75824,2026-06-11 10:39:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-71883,2026-07-12 10:29:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-81773,2026-06-20 16:34:00,AUR,google,paid_social,(not set),SQL,
L-73356,2026-06-20 10:36:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-79349,2026-06-23 18:42:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-79277,2026-06-12 16:04:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-73318,2026-06-19 17:50:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-73000,2026-05-27 18:50:00,PKF,,,,MQL,
L-77806,2026-05-30 16:16:00,PKF,,,,MQL,
L-78299,2026-07-07 09:29:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-72130,2026-07-31 10:11:00,AUR,,,,Lead,
L-75109,2026-07-05 16:03:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77401,2026-07-21 22:57:00,AUR,,,,Lead,
L-75540,2026-05-13 10:40:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Closed Won,1900
L-78642,2026-05-09 09:50:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-71533,2026-06-17 09:09:00,AUR,,,,MQL,
L-76850,2026-07-16 13:26:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-75040,2026-06-27 08:46:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-80418,2026-05-16 16:53:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-80436,2026-05-18 18:23:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-78771,2026-06-16 13:20:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-76884,2026-07-20 10:09:00,AUR,,,,Closed Won,8800
L-78463,2026-07-19 09:59:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78550,2026-07-28 14:47:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-72591,2026-05-01 19:39:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-71525,2026-06-17 13:58:00,AUR,,,,Lead,
L-73259,2026-06-15 10:27:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-74083,2026-05-30 15:47:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-77685,2026-05-21 14:00:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-81957,2026-07-06 23:20:00,PKF,google,paid_social,(not set),Lead,
L-76970,2026-07-29 09:42:00,AUR,,,,Lead,
L-76201,2026-07-22 21:52:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-77369,2026-07-17 13:21:00,AUR,Google Ads,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-79352,2026-06-23 12:18:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-70938,2026-07-31 21:21:00,AUR,,,,Lead,
L-78760,2026-06-11 18:19:00,PKF,google,cpc,pkf|nonbrand|search|may26,MQL,
L-73113,2026-06-04 09:57:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-78042,2026-06-18 11:28:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-78787,2026-06-17 18:44:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-78714,2026-05-30 09:26:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-77409,2026-07-22 14:52:00,AUR,,,,Lead,
L-73725,2026-07-17 10:07:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-81481,2026-05-26 13:59:00,NMB,,,,MQL,
L-73426,2026-06-27 22:40:00,PKF,,,,Lead,
L-76810,2026-07-11 21:10:00,AUR,,,,MQL,
L-71009,2026-05-06 08:53:00,AUR,,,,MQL,
L-72565,2026-07-28 22:12:00,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-75795,2026-06-10 16:51:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-79956,2026-05-07 13:36:00,AUR,,,,MQL,
L-82184,2026-07-24 12:05:00,PKF,google,paid_social,(not set),MQL,
L-74880,2026-06-11 16:13:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73927,2026-05-08 12:01:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-81366,2026-05-16 20:20:00,PKF,google,paid_social,(not set),Lead,
L-72738,2026-05-11 16:29:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-71662,2026-06-27 19:09:00,AUR,,,,MQL,
L-80449,2026-05-21 22:29:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-76345,2026-05-11 15:50:00,AUR,,,,Lead,
L-80670,2026-06-25 12:46:00,PKF,,,,Closed Won,8800
L-77792,2026-05-29 09:18:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-75489,2026-05-07 16:19:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-78046,2026-06-19 08:49:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81704,2026-06-14 13:01:00,PKF,google,paid_social,(not set),Lead,
L-80286,2026-07-19 08:54:00,AUR,,,,Lead,
L-80539,2026-06-02 20:12:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,SQL,
L-78357,2026-07-11 14:36:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-79045,2026-05-16 18:36:00,NMB,,,,Lead,
L-79472,2026-07-06 14:35:00,NMB,,,,Lead,
L-78759,2026-06-10 10:40:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,Lead,
L-76623,2026-06-17 21:22:00,AUR,,,,Lead,
L-80514,2026-05-30 20:18:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-80441,2026-05-19 19:11:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-77435,2026-07-30 21:13:00,AUR,,,,Lead,
L-79084,2026-05-18 13:28:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-72467,2026-07-11 15:13:00,AUR,,,,MQL,
L-72217,2026-05-18 11:04:00,AUR,fb,paid_social,aurelia|prospecting|meta|may26,MQL,
L-74001,2026-05-19 12:45:00,PKF,,,,MQL,
L-73337,2026-06-18 21:21:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,MQL,
L-77937,2026-06-10 11:23:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-78877,2026-07-19 09:59:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-72065,2026-07-25 11:39:00,AUR,,,,MQL,
L-79801,2026-07-03 20:39:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-80016,2026-05-21 22:32:00,AUR,,,,Lead,
L-71115,2026-05-14 11:48:00,AUR,,,,Lead,
L-70942,2026-07-30 13:08:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-77977,2026-06-13 22:56:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-70384,2026-06-11 12:14:00,AUR,,,,Lead,
L-72235,2026-05-23 19:34:00,AUR,meta,paid_social,aurelia|prospecting|meta|may26,Lead,
L-80205,2026-07-03 22:53:00,AUR,,,,Lead,
L-70753,2026-07-15 19:20:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-80283,2026-07-20 10:59:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,MQL,
L-73061,2026-06-01 21:30:00,PKF,,,,Lead,
L-70320,2026-06-02 20:48:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-71212,2026-05-23 22:47:00,AUR,,,,Lead,
L-76075,2026-07-08 22:36:00,NMB,,,,Lead,
L-71797,2026-07-05 13:04:00,AUR,,,,Lead,
L-78965,2026-05-06 12:35:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-75533,2026-05-11 15:54:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-71842,2026-07-10 20:01:00,AUR,,,,Lead,
L-73319,2026-06-17 21:52:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-76831,2026-07-12 11:29:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-81326,2026-05-12 16:48:00,PKF,google,paid_social,(not set),MQL,
L-81881,2026-06-29 14:59:00,PKF,google,paid_social,(not set),Lead,
